a l u m n a	@ ' l V m n @	x0 l ^1 m n x0
a l u m n u s	@ ' l V m n @ s	x0 l ^1 m n x0 s
a l w a y s	' $ l w 1 z	c1 l w e0 z
a m	' { m	@0 m
a m	""" 1 ' E m"	@0 m
a m a h	' # m @	a1 m x0
a m a l g a m	@ ' m { l g @ m	x0 m @1 l g x0 m
a m a l g a m a t e	@ ' m { l g @ m 1 t	x0 m @1 l g x0 m e2 t
a m a n u e n s i s	"@ "" m { n j U ' E n s I s"	x0 m @2 n Y0 E1 n s x0 s
a m a s s	@ ' m { s	x0 m @1 s
a m a t e u r	' { m @ t @ R	@1 m x0 t R
a m a t e u r i s h	""" { m @ ' t 3 r I S"	@2 m x0 t R I0 S
a m a t e u r i s m	' { m @ t @ r I z @ m	@1 m x0 t R I2 z M0
a m a z e	@ ' m 1 z	x0 m e1 z
a m a z o n	' { m @ z @ n	@1 m x0 z a2 n
a m a z o n i a n	""" { m @ ' z 5 n j @ n"	@2 m x0 z o1 n i0 x0 n
a m b e r	' { m b @ R	@1 m b R
a m b e r g r i s	' { m b @ g r i s	@1 m b R g r I2 s
a m b i d e x t r o u s	""" { m b I ' d E k s t r @ s"	@2 m b I0 d E1 X t r x0 s
a m b i e n t	' { m b 7 n t	@1 m b i0 x0 n t
a m b i g u o u s	{ m ' b I g j 9 s	@0 m b I1 g Y0 x0 s
a m b i t i o n	{ m ' b I S H	@0 m b I1 S x n
a m b i t i o u s	{ m ' b I S @ s	@0 m b I1 S x s
a m b i v a l e n c e	""" { m b I ' v 1 l @ n s"	@0 m b I1 v x0 l x0 n s
a m b r o s i a	{ m ' b r 5 z j @	@0 m b r o1 Z i0 x0
a m b u s c a d e	""" { m b @ s ' k 1 d"	@1 m b x0 s k e2 d
a m b u s h	' { m b U S	@1 m b U2 S
a m e l i o r a t e	@ ' m i l j @ r 1 t	x0 m i1 l y0 R e2 t
a m e n	""" # ' m E n"	e1 m E1 n
a m e n a b l e	@ ' m i n @ b P	x0 m i1 n x0 b L
a m e n d m e n t	@ ' m E n d m @ n t	x0 m E1 n d m x0 n t
a m e n i t y	@ ' m i n I t I	x0 m E1 n x0 t i0
a m e r i c a n	@ ' m E r I k @ n	x0 m E1 r x0 k x0 n
a m e r i c a n i z e	@ ' m E r I k @ n 2 z	x0 m E1 r x0 k x0 n A2 z
a m e t h y s t	' { m I T I s t	@1 m x0 T x0 s t
a m i a b i l i t y	""" 1 m j @ ' b I l @ t I"	e2 m i0 x0 b I1 l x0 t i0
a m i a b l e	' 1 m j @ b P	e1 m i0 x0 b L
a m i a b l y	' 1 m j @ b l I	e1 m i0 x0 b l i0
a m i c a b l e	' { m I k @ b P	@1 m I0 k x0 b L
a m i d	@ ' m I d	x0 m I1 d
a m i s s	@ ' m I s	x0 m I1 s
a m i t y	' { m @ t I	@1 m x0 t i0
a m m e t e r	' { m I t @ R	@1 m i2 t R
a m m o n i t e	' { m @ n 2 t	@1 m x0 n A2 t
a m m u n i t i o n	""" { m j U ' n I S H"	@2 m Y0 n I1 S x n
a m n e s i a	{ m ' n i z j @	@0 m n i1 Z x0
a m n e s t y	' { m n @ s t I	@1 m n x0 s t i0
a m o e b a	@ ' m i b @	x0 m i b x0
a m o k	@ ' m Q k	x0 m ^1 k
a m o r p h o u s	@ ' m $ f @ s	x0 m c1 r f x0 s
a m o r t i z a t i o n	"@ "" m $ t I ' z 1 S H"	@2 m R t x0 z e1 S x n
a m o r t i z e	@ ' m $ t 2 z	@1 m R t A2 z
a m o u n t	@ ' m 6 n t	x0 m W1 n t
a m o u r	@ ' m 9 R	x0 m U1 r
a m p e r e	' { m p 8 R	@1 m p I2 r
a m p h i b i a n	{ m ' f I b 7 n	@0 m f I1 b i0 x0 n
a m p h o r a	' { m f @ r @	@1 m f x0 r x0
a m p l i f i e r	' { m p l I f 2 @ R	@1 m p l x0 f A2 R
a m p l i f y	' { m p l I f 2	@1 m p l x0 f A2
a m p l i t u d e	' { m p l I t j u d	@1 m p l x0 t Y2 d
a m p o u l e	' { m p u l	@1 m p u0 l
a m p u t a t e	' { m p j U t 1 t	@1 m p Y0 t e2 t
a m p u t a t i o n	""" { m p j U ' t 1 S H"	@2 m p Y0 t e1 S x n
a m u l e t	' { m j U l I t	@1 m Y0 l x0 t
a m u s e	@ ' m j u z	x0 m Y1 z
a n	' { n	@0 n
a n a c h r o n i s t i c	"@ "" n { k r @ ' n I s t I k"	x0 n @2 k r x0 n I1 s t I0 k
a n a g r a m	' { n @ g r { m	@1 n x0 g r @2 m
a n a l	' 1 n P	e1 n L
a n a l g e s i a	""" { n { l ' _ i z j @"	@2 n L J i1 Z x0
a n a l o g o u s	@ ' n { l @ g @ s	x0 n @1 l x0 g x0 s
a n a l y s i s	@ ' n { l @ s I s	x0 n @1 l x0 s x0 s
a n a r c h i c	{ ' n # k I k	@0 n a1 r k I0 k
a n a r c h i s m	' { n @ k I z @ m	@1 n R k I2 z M0
a n a r c h i s t i c	""" { n @ ' k I s t I k"	@2 n R k I1 s t I0 k
a n a r c h y	' { n @ k I	@1 n R k i0
a n a t h e m a	@ ' n { T @ m @	x0 n @1 T x0 m x0
a n a t o m i s t	@ ' n { t @ m I s t	x0 n @1 t x0 m x0 s t
a n a t o m y	@ ' n { t @ m I	x0 n @1 t x0 m i0
a n c e s t o r	' { n s E s t @ R	@1 n s E2 s t R
a n c e s t r a l	{ n ' s E s t r @ l	@0 n s E1 s t r L
a n c h o r	' { N k @ R	@1 G k R
a n c i e n t	' 1 n S @ n t	e1 n S x n t
a n c i l l a r y	{ n ' s I l @ r I	@1 n s x0 l E2 r i0
a n d	' { n d	@0 n d
a n d a n t e	{ n ' d { n t I	a0 n d a1 n t e2
a n d i r o n	' { n d 2 @ n	@1 n d A2 r N
a n e c d o t e	' { n I k d 5 t	@1 n I0 k d o2 t
a n e m o m e t e r	""" { n I ' m Q m I t @ R"	@2 n x0 m a1 m x0 t R
a n e m o n e	@ ' n E m @ n I	x0 n E1 m x0 n i0
a n e n t	@ ' n E n t	x0 n E1 n t
a n e w	@ ' n j u	x0 n Y1
a n g e r	' { N g @ R	@1 G g R
a n g i n a	{ n ' _ 2 n @	@0 n J A1 n x0
a n g l e	' { N g P	@1 G g L
a n g l i c i z e	' { N g l I s 2 z	@1 G g l x0 s A2 z
a n g l o p h i l e	' { N g l 5 f 2 l	@1 G g l x0 f A2 l
a n g o r a	{ N ' g $ r @	@0 G g o1 r x0
a n g r y	' { N g r I	@1 G g r i0
a n g u i s h	' { N g w I S	@1 G g w0 I S
a n g u l a r	' { N g j U l @ R	@1 G g Y0 l R
a n g u l a r i t y	""" { N g j U ' l { r @ t I"	@2 G g Y0 l @1 r x0 t i0
a n i l i n e	' { n I l i n	@1 n L x0 n
a n i m a d v e r t	""" { n I m { d ' v 3 t"	@2 n x0 m @2 d v R t
a n i m a l	' { n I m P	@1 n x0 m L
a n i m a l c u l e	""" { n I ' m { l k j u l"	@2 n x0 m @1 l k Y0 l
a n i m a l i s m	' { n I m @ l I z @ m	@1 n x0 m x0 l I2 z M0
a n i m a t e	' { n I m 1 t	@1 n x0 m x0 t
a n i m a t e	' { n I m @ t	@1 n x0 m x0 t
a n i m a t i o n	""" { n I ' m 1 S H"	@2 n x0 m e1 S x n
a n i m i s m	' { n I m I z @ m	@1 n x0 m I2 z M0
a n i m u s	' { n I m @ s	@1 n x0 m x0 s
a n i s e	' { n I s	@1 n x0 s
a n k l e	' { N k P	@1 G k L
a n n a l s	' { n P z	@1 n L z
a n n e a l	@ ' n i l	x0 n i1 l
a n n e x	@ ' n E k s	@1 n E2 X
a n n e x	@ ' n E k s	x0 n E1 X
a n n i h i l a t e	@ ' n 2 @ l 1 t	x0 n A1 x0 l e2 t
a n n i v e r s a r y	""" { n I ' v 3 s @ r I"	@2 n x0 v R s x0 r i0
a n n o t a t e	' { n 5 t 1 t	@1 n x0 t e2 t
a n n o t a t i o n	""" { n 5 ' t 1 S H"	@2 n x0 t e1 S x n
a n n o u n c e	@ ' n 6 n s	x0 n W1 n s
a n n o y	@ ' n 4	x0 n O1
a n n u i t a n t	@ ' n j u t @ n t	x0 n Y1 x0 t x0 n t
a n n u l	@ ' n V l	x0 n ^1 l
a n n u n c i a t e	@ ' n V n s I 1 t	x0 n x1 n s i0 e2 t
a n n u n c i a t i o n	"@ "" n V n s I ' 1 S H"	x0 n x2 n s i0 e1 S x n
a n o d e	' { n 5 d	@1 n o2 d
a n o d y n e	' { n 5 d 2 n	@1 n x0 d A2 n
a n o i n t	@ ' n 4 n t	x0 n O1 n t
a n o m a l o u s	@ ' n Q m @ l @ s	x0 n a1 m x0 l x0 s
a n o m a l y	@ ' n Q m @ l I	x0 n a1 m x0 l i0
a n o n	@ ' n Q n	x0 n a1 n
a n o n y m i t y	""" { n @ ' n I m @ t I"	@2 n x0 n I1 m x0 t i0
a n o n y m o u s l y	@ ' n Q n I m @ s l I	x0 n a1 n x0 m x0 s l i0
a n o p h e l e s	@ ' n Q f I l i z	x0 n a1 f x0 l i2 z
a n o t h e r	@ ' n V D @ R	x0 n x1 D R
a n s w e r	' # n s @ R	@1 n s R
a n s w e r a b l e	' # n s @ r @ b P	@1 n s x r x0 b L
a n t	' { n t	@1 n t
a n t a g o n i s m	{ n ' t { g @ n I z @ m	@0 n t @1 g x0 n I2 z M0
a n t a g o n i s t	{ n ' t { g @ n I s t	@0 n t @1 g x0 n x0 s t
a n t a r c t i c	{ n ' t # k t I k	@0 n t a1 r k t I0 k
a n t a r c t i c	{ n ' t # t I k	@0 n t a1 r k t I0 k
a n t e	' { n t I	@1 n t i0
a n t e c e d e n t	""" { n t I ' s i d @ n t"	@2 n t x0 s i1 d N t
a n t e c h a m b e r	"' { n t I "" J 1 m b @ R"	@1 n t I0 C e2 m b R
a n t e d i l u v i a n	""" { n t I d I ' l u v j @ n"	@2 n t I0 d x0 l u1 v i0 x0 n
a n t e r i o r	{ n ' t 7 r 7 R	@0 n t I1 r i0 R
a n t h e r	' { n T @ R	@1 n T R
a n t h i l l	' { n t h I l	@1 n t h I2 l
a n t h o l o g y	{ n ' T Q l @ _ I	@0 n T a1 l x0 J i0
a n t h r a c i t e	' { n T r @ s 2 t	@1 n T r x0 s A2 t
a n t h r o p o c e n t r i c	""" { n T r 5 p 5 ' s E n t r I k"	@2 n T r x0 p x0 s E1 n t r I0 k
a n t h r o p o i d	' { n T r 5 p 4 d	@1 n T r x0 p O2 d
a n t h r o p o l o g y	""" { n T r @ ' p Q l @ _ I"	@2 n T r x0 p a1 l x0 J i0
a n t h r o p o m o r p h i s m	""" { n T r @ p 5 ' m $ f I z @ m"	@2 n T r x0 p x0 m c1 r f I2 z M0
a n t i b i o t i c	""" { n t I b 2 ' Q t I k"	@2 n t I0 b A0 a1 t I0 k
a n t i b o d y	"' { n t I "" b Q d I"	@1 n t I0 b a2 d i0
a n t i c i p a t e	{ n ' t I s I p 1 t	@0 n t I1 s x0 p e2 t
a n t i c l i m a x	""" { n t I ' k l 2 m { k s"	@2 n t I0 k l A1 m @2 X
a n t i d o t e	' { n t I d 5 t	@1 n t I0 d o2 t
a n t i k n o c k	""" { n t I ' n Q k"	@2 n t I0 n a1 k
a n t i l o g a r i t h m	""" { n t I ' l Q g @ r I D F"	@2 n t I0 l c1 g x0 r I2 D M0
a n t i m a c a s s a r	""" { n t I m @ ' k { s @ R"	@2 n t I0 m x0 k @1 s R
a n t i m o n y	' { n t I m @ n I	@1 n t x0 m o2 n i0
a n t i p a t h y	{ n ' t I p @ T I	@0 n t I1 p x0 T i0
a n t i p e r s o n n e l	""" { n t I p 3 s @ ' n E l"	@2 n t I0 p R s N E1 l
a n t i p o d e s	{ n ' t I p @ d i z	@0 n t I1 p x0 d i2 z
a n t i q u a r i a n	""" { n t I ' k w 8 r 7 n"	@2 n t x0 k w1 E r i0 x0 n
a n t i q u a r y	' { n t I k w @ r I	@1 n t x0 k w2 E r i0
a n t i q u a t e d	' { n t I k w 1 t I d	@1 n t x0 k w2 e t x0 d
a n t i q u e	{ n ' t i k	@0 n t i1 k
a n t i q u i t y	{ n ' t I k w @ t I	@0 n t I1 k w0 x t i0
a n t i s e p t i c	""" { n t I ' s E p t I k"	@2 n t x0 s E1 p t I0 k
a n t i s o c i a l	""" { n t I ' s 5 S P"	@2 n t I0 s o1 S L
a n t i t h e s i s	{ n ' t I T I s I s	@0 n t I1 T x0 s x0 s
a n t i t o x i n	""" { n t I ' t Q k s I n"	@2 n t I0 t a1 X x0 n
a n t o n y m	' { n t 5 n I m	@1 n t x0 n I2 m
a n v i l	' { n v I l	@1 n v L
a n x i e t y	{ N ' z 2 @ t I	@0 G z A1 x0 t i0
a n x i o u s	' { N k S @ s	@1 G K x s
a n y	' E n I	E1 n i0
a o r t a	1 ' $ t @	e0 c1 r t x0
a p a c e	@ ' p 1 s	x0 p e1 s
a p a r t	@ ' p # t	x0 p a1 r t
a p a r t h e i d	@ ' p # t h 1 t	x0 p a1 r t e2 t
a p a r t m e n t	@ ' p # t m @ n t	x0 p a1 r t m x0 n t
a p a t h e t i c	""" { p @ ' T E t I k"	@2 p x0 T E1 t I0 k
a p e	' 1 p	e1 p
a p e r i t i f	@ ' p E r @ t i v	a2 p E2 r x0 t i1 f
a p e r t u r e	' { p @ t j 9 R	@1 p R C U2 r
a p e x	' 1 p E k s	e1 p E2 X
a p h a s i a	@ ' f 1 z j @	x0 f e1 Z i0 x0
a p h i d	' 1 f I d	e1 f x0 d
a p h o r i s m	' { f @ r I z @ m	@1 f x0 r I2 z M0
a p h o r i s t i c	""" { f @ ' r I s t I k"	@2 f x0 r I1 s t I0 k
a p h r o d i s i a c	""" { f r 5 ' d I z I { k"	@2 f r x0 d I1 z i0 @2 k
a p i a r y	' 1 p j @ r I	e1 p i0 E2 r i0
a p i c e s	' 1 p I s i z	e1 p x0 s i2 z
a p i e c e	@ ' p i s	x0 p i1 s
a p l o m b	@ ' p l Q m	x0 p l a1 m
a p o c r y p h a	@ ' p Q k r I f @	x0 p a1 k r x0 f x0
a p o l o g i a	""" { p @ ' l 5 _ 7"	@2 p x0 l o1 J i0 x0
a p o l o g i z e	@ ' p Q l @ _ 2 z	x0 p a1 l x0 J A2 z
a p o p l e x y	' { p 5 p l E k s I	@1 p x0 p l E2 X i0
a p o s t a s y	@ ' p Q s t @ s I	x0 p a1 s t x0 s i0
a p o s t a t e	@ ' p Q s t 1 t	x0 p a1 s t e2 t
a p o s t l e	@ ' p Q s P	x0 p a1 s L
a p o s t r o p h e	@ ' p Q s t r @ f I	x0 p a1 s t r x0 f i2
a p o t h e c a r y	@ ' p Q T @ k @ r I	x0 p a1 T x0 k E2 r i0
a p o t h e g m	' { p @ T E m	@1 p x0 T E2 m
a p o t h e o s i s	"@ "" p Q T I ' 5 s I s"	x0 p a2 T i0 o1 s x0 s
a p p a l	@ ' p $ l	x0 p c1 l
a p p a r a t u s	""" { p @ ' r 1 t @ s"	@2 p x0 r @1 t x0 s
a p p a r e l	@ ' p { r @ l	x0 p @1 r L
a p p a r e n t	@ ' p { r @ n t	x0 p @1 r x0 n t
a p p e a l	@ ' p i l	x0 p i1 l
a p p e a r	@ ' p 7 R	x0 p I1 r
a p p e a r a n c e	@ ' p 7 r @ n s	x0 p I1 r x0 n s
a p p e a s e	@ ' p i z	x0 p i1 z
a p p e l l a n t	@ ' p E l @ n t	x0 p E1 l x0 n t
a p p e l l a t e	@ ' p E l @ t	x0 p E1 l x0 t
a p p e l l a t i o n	""" { p @ ' l 1 S H"	@2 p x0 l e1 S x n
a p p e n d	@ ' p E n d	x0 p E1 n d
a p p e n d a g e	@ ' p E n d I _	x0 p E1 n d I0 J
a p p e n d e c t o m y	""" { p E n ' d E k t @ m I"	@2 p x0 n d E1 k t x0 m i0
a p p e n d i x	@ ' p E n d I k s	x0 p E1 n d I0 X
a p p e t i t e	' { p I t 2 t	@1 p x0 t A2 t
a p p e t i z e r	' { p I t 2 z @ R	@1 p x0 t A2 z R
a p p l a u d	@ ' p l $ d	x0 p l c1 d
a p p l a u s e	@ ' p l $ z	x0 p l c1 z
a p p l e	' { p P	@1 p L
a p p l i a n c e	@ ' p l 2 @ n s	x0 p l A1 x0 n s
a p p l i c a b l e	{ ' p l I k @ b P	@1 p l I0 k x0 b L
a p p l i c a n t	' { p l I k @ n t	@1 p l I0 k x0 n t
a p p l i e d	@ ' p l 2 d	x0 p l A1 d
a p p l i q u e	{ ' p l i k 1	@2 p l x0 k e
a p p l y	@ ' p l 2	x0 p l A1
a p p o i n t	@ ' p 4 n t	x0 p O1 n t
a p p o i n t m e n t	@ ' p 4 n t m @ n t	x0 p O1 n t m x0 n t
a p p o r t i o n	@ ' p $ S H	x0 p o1 r S x n
a p p o s i t e	' { p 5 z I t	@1 p x0 z x0 t
a p p o s i t i o n	""" { p 5 ' z I S H"	@2 p x0 z I1 S x n
a p p r e c i a b l e	@ ' p r i S @ b P	x0 p r i1 S x0 b L
a p p r e c i a t e	@ ' p r i S I 1 t	x0 p r i1 S i0 e2 t
a p p r e h e n d	""" { p r I ' h E n d"	@2 p r I0 h E1 n d
a p p r e n t i c e	@ ' p r E n t I s	x0 p r E1 n t x0 s
a p p r o a c h	@ ' p r 5 J	x0 p r o1 C
a p p r o b a t i o n	""" { p r 5 ' b 1 S H"	@2 p r x0 b e1 S x n
a p p r o p r i a t e	@ ' p r 5 p r I 1 t	x0 p r o1 p r i0 e2 t
a p p r o p r i a t e	@ ' p r 5 p r 7 t	x0 p r o1 p r i0 e2 t
a p p r o p r i a t i o n	"@ "" p r 5 p r I ' 1 S H"	x0 p r o2 p r i0 e1 S x n
a p p r o v a l	@ ' p r u v P	x0 p r u1 v L
a p p r o v e	@ ' p r u v	x0 p r u1 v
a p p r o x i m a t e	@ ' p r Q k s I m 1 t	x0 p r a1 X x0 m x0 t
a p p r o x i m a t e	@ ' p r Q k s I m @ t	x0 p r a1 X x0 m x0 t
a p p r o x i m a t i o n	"@ "" p r Q k s I ' m 1 S H"	x0 p r a2 X x0 m e1 S x n
a p p u r t e n a n c e	@ ' p 3 t I n @ n s	x0 p R t N x0 n s
a p r i c o t	' 1 p r I k Q t	@1 p r x0 k a2 t
a p r i l	' 1 p r @ l	e1 p r L
a p r o p o s	' { p r @ p 5	@2 p r x0 p o1
a p s e	' { p s	@1 p s
a p t	' { p t	@1 p t
a q u a l u n g	' { k w @ l V N	@1 k w0 x l x2 G
a q u a m a r i n e	""" { k w @ m @ ' r i n"	@2 k w0 x m x0 r i1 n
a q u a r i u m	@ ' k w 8 r 7 m	x0 k w1 E r i0 x0 m
a q u e d u c t	' { k w I d V k t	@1 k w0 x d x2 k t
a q u e o u s	' 1 k w 7 s	e1 k w0 i x0 s
a q u i l i n e	' { k w I l 2 n	@1 k w0 I l A2 n
a r a b e s q u e	""" { r @ ' b E s k"	@2 r x0 b E1 s k
a r a b i a n	@ ' r 1 b j @ n	x0 r e1 b i0 x0 n
a r a b i c	' { r @ b I k	@1 r x0 b I0 k
a r a b l e	' { r @ b P	@1 r x0 b L
a r b i t r a m e n t	# ' b I t r @ m @ n t	a0 r b I1 t r x0 m x0 n t
a r b i t r a t e	' # b I t r 1 t	a1 r b x0 t r e2 t
a r b i t r a t i o n	""" # b I ' t r 1 S H"	a2 r b x0 t r e1 S x n
a r b i t r a t o r	' # b I t r 1 t @ R	a1 r b x0 t r e2 t R
a r b o r e a l	# ' b $ r 7 l	a0 r b o1 r i0 L
a r c	' # k	a1 r k
a r c a d e	# ' k 1 d	a0 r k e1 d
a r c a n e	# ' k 1 n	a0 r k e1 n
a r c h	' # J	a1 r C
a r c h a e o l o g y	""" # k I ' Q l @ _ I"	a2 r k i0 a1 l x0 J i0
a r c h a i c	# ' k 1 I k	a0 r k e1 I0 k
a r c h b i s h o p	""" # J ' b I S @ p"	a0 r C b I1 S x0 p
a r c h d u k e	""" # J ' d j u k"	a0 r C d Y1 k
a r c h e r	' # J @ R	a1 r C R
a r c h e r y	' # J @ r I	a1 r C x0 r i0
a r c h e t y p e	' # k I t 2 p	a1 r k I0 t A2 p
a r c h i m a n d r i t e	""" # k I ' m { n d r 2 t"	a2 r k x0 m @1 n d r A2 t
a r c h i p e l a g o	""" # k I ' p E l I g 5"	a2 r k x0 p E1 l x0 g o2
a r c h i t e c t	' # k I t E k t	a1 r k x0 t E2 k t
a r c h i t e c t u r e	' # k I t E k J @ R	a1 r k x0 t E2 k C R
a r c h i v i s t	' # k I v I s t	a1 r k x0 v x0 s t
a r c h w a y	' # J w 1	a1 r C w e2
a r c t i c	' # k t I k	a1 r k t I0 k
a r d e n t	' # d @ n t	a1 r d N t
a r d u o u s	' # d j 9 s	a1 r J Y0 x0 s
a r e	' # R	a0 r
a r e a	' 8 r 7	@1 r i0 x0
a r e n a	@ ' r i n @	x0 r i1 n x0
a r g e n t	' # _ @ n t	a1 r J x0 n t
a r g e n t i n e	' # _ @ n t 2 n	a1 r J x0 n t i2 n
a r g o t	' # g 5	a1 r g x0 t
a r g u a b l e	' # g j 9 b P	a1 r g Y0 x0 b L
a r g u e	' # g j u	a1 r g Y0
a r g u m e n t a t i o n	""" # g j U m E n ' t 1 S H"	a2 r g Y0 m x0 n t e1 S x n
a r g u m e n t a t i v e	""" # g j U ' m E n t @ t I v"	a2 r g Y0 m E1 n t x0 t I0 v
a r i a	' # r 7	a1 r i0 x0
a r i d	' { r I d	@1 r x0 d
a r i d i t y	{ ' r I d @ t I	x0 r I1 d x0 t i0
a r i g h t	@ ' r 2 t	x0 r A1 t
a r i s e	@ ' r 2 z	x0 r A1 z
a r i s t o c r a t	' { r I s t @ k r { t	x0 r I1 s t x0 k r @2 t
a r i s t o c r a t i c	""" { r I s t @ ' k r { t I k"	x0 r I2 s t x0 k r @1 t I0 k
a r i t h m e t i c	@ ' r I T m @ t I k	x0 r I1 T m x0 t I2 k
a r i t h m e t i c	""" { r I T ' m E t I k"	x0 r I1 T m x0 t I2 k
a r i t h m e t i c a l	""" { r I T ' m E t I k P"	@2 r I0 T m E1 t I0 k L
a r i t h m e t i c i a n	"@ "" r I T m @ ' t I S H"	x0 r I2 T m x0 t I1 S x n
a r k	' # k	a1 r k
a r m	' # m	a1 r m
a r m a d a	# ' m # d @	a0 r m a1 d x0
a r m a d i l l o	""" # m @ ' d I l 5"	a2 r m x0 d I1 l o0
a r m a t u r e	"' # m @ "" t j 9 R"	a1 r m x0 C R
a r m h o l e	' # m h 5 l	a1 r m h o2 l
a r m i s t i c e	' # m I s t I s	a1 r m x0 s t x0 s
a r m l e t	' # m l I t	a1 r m l x0 t
a r m o r i a l	# ' m $ r 7 l	a0 r m o1 r i0 L
a r m p i t	' # m p I t	a1 r m p I2 t
a r m y	' # m I	a1 r m i0
a r n i c a	' # n I k @	a1 r n I0 k x0
a r o m a	@ ' r 5 m @	x0 r o1 m x0
a r o m a t i c	""" { r 5 ' m { t I k"	@2 r x0 m @1 t I0 k
a r o u n d	@ ' r 6 n d	x0 r W1 n d
a r o u s e	@ ' r 6 z	x0 r W1 z
a r p e g g i o	# ' p E _ I 5	a0 r p E1 J i0 o
a r r a i g n	@ ' r 1 n	x0 r e1 n
a r r a n g e	@ ' r 1 n _	x0 r e1 n J
a r r a n t	' { r @ n t	@1 r x0 n t
a r r a s	' { r @ s	@1 r x0 s
a r r a y	@ ' r 1	x0 r e1
a r r e a r s	@ ' r 7 z	x0 r I1 r z
a r r e s t	@ ' r E s t	x0 r E1 s t
a r r o g a n t	' { r @ g @ n t	@1 r x0 g x0 n t
a r r o g a t e	' { r 5 g 1 t	@1 r x0 g e2 t
a r r o w	' { r 5	@1 r o0
a r s e n a l	' # s @ n P	a1 r s N L
a r s e n i c	' # s n I k	a1 r s N I0 k
a r s e n i c	' # s E n I k	a1 r s N I0 k
a r s e n i c a l	# ' s E n I k P	a0 r s E1 n I0 k L
a r s o n	' # s H	a1 r s N
a r t	' # t	a1 r t
a r t e r i a l	# ' t 7 r 7 l	a0 r t I1 r i0 L
a r t e r i o s c l e r o s i s	"# "" t 7 r I 5 s k l 7 ' r 5 s I s"	a0 r t I2 r i0 o0 s k l x0 r o1 s x0 s
a r t e r y	' # t @ r I	a1 r t x0 r i0
a r t f u l	' # t f U l	a1 r t f ^0 l
a r t h r i t i s	# ' T r 2 t I s	a0 r T r A1 t x0 s
a r t i c l e	' # t I k P	a1 r t I0 k L
a r t i c u l a t e	# ' t I k j U l 1 t	a0 r t I1 k Y0 l x0 t
a r t i c u l a t e	# ' t I k j U l @ t	a0 r t I1 k Y0 l x0 t
a r t i c u l a t i o n	"# "" t I k j U ' l 1 S H"	a0 r t I2 k Y0 l e1 S x n
a r t i f i c i a l	""" # t I ' f I S P"	a2 r t x0 f I1 S L
a r t i s a n	""" # t I ' z { n"	a1 r t x0 z x0 n
a r t i s t e	# ' t i s t	a0 r t i1 s t
a r t i s t i c	# ' t I s t I k	a0 r t I1 s t I0 k
a r t i s t r y	' # t I s t r I	a1 r t x0 s t r i0
a r t l e s s	' # t l I s	a1 r t l x0 s
a r t y	' # t I	a1 r t i0
a r u m	' 8 r @ m	@1 r x0 m
a r y a n	' 8 r 7 n	@1 r i0 x0 n
a s	' { z	x0 z
a s c e n d	@ ' s E n d	x0 s E1 n d
a s c e n d e n t	@ ' s E n d @ n t	x0 s E1 n d x0 n t
a s c e n s i o n	@ ' s E n S H	x0 s E1 n S x n
a s c e n t	@ ' s E n t	x0 s E1 n t
a s e p t i c	"' 1 "" s E p t I k"	e0 s E1 p t I0 k
a s h	' { S	@1 S
a s h a m e d	@ ' S 1 m d	x0 S e1 m d
a s h o r e	@ ' S $ R	x0 S o1 r
a s h y	' { S I	@1 S i0
a s i a n	' 1 S H	e1 Z x n
a s i d e	@ ' s 2 d	x0 s A1 d
a s i n i n e	' { s I n 2 n	@1 s N A2 n
a s k	' # s k	@1 s k
a s k a n c e	@ ' s k { n s	x0 s k @1 n s
a s l a n t	@ ' s l # n t	x0 s l @1 n t
a s l e e p	@ ' s l i p	x0 s l i1 p
a s p	' { s p	@1 s p
a s p a r a g u s	@ ' s p { r @ g @ s	x0 s p @1 r x0 g x0 s
a s p e n	' { s p @ n	@1 s p x0 n
a s p e r i t y	{ ' s p E r @ t I	@0 s p E1 r x0 t i0
a s p e r s i o n	@ ' s p 3 S H	x0 s p R Z x n
a s p h a l t	' { s f { l t	@1 s f c2 l t
a s p h y x i a t e	@ s ' f I k s I 1 t	@0 s f I1 X i0 e2 t
a s p i c	' { s p I k	@1 s p I0 k
a s p i r a t i o n	""" { s p @ ' r 1 S H"	@2 s p x0 r e1 S x n
a s p i r e	@ ' s p 2 @ R	x0 s p A1 r
a s p i r i n	' { s p @ r I n	@1 s p x0 r x0 n
a s s a i l	@ ' s 1 l	x0 s e1 l
a s s a s s i n	@ ' s { s I n	x0 s @1 s N
a s s a u l t	@ ' s $ l t	x0 s c1 l t
a s s a y	@ ' s 1	@0 s e1
a s s e m b l a g e	@ ' s E m b l I _	x0 s E1 m b l I0 J
a s s e m b l e	@ ' s E m b P	x0 s E1 m b L
a s s e m b l y	@ ' s E m b l I	x0 s E1 m b l i0
a s s e n t	@ ' s E n t	x0 s E1 n t
a s s e r t i o n	@ ' s 3 S H	x0 s R S x n
a s s e s s	@ ' s E s	x0 s E1 s
a s s e t	' { s E t	@1 s E2 t
a s s i d u i t y	""" { s I ' d j u @ t I"	@2 s x0 d Y1 x0 t i0
a s s i d u o u s	@ ' s I d j 9 s	x0 s I1 J Y0 x0 s
a s s i d u o u s l y	@ ' s I d j 9 s l I	x0 s I1 J Y0 x0 s l i0
a s s i g n	@ ' s 2 n	x0 s A1 n
a s s i m i l a t e	@ ' s I m I l 1 t	x0 s I1 m x0 l e2 t
a s s i s t	@ ' s I s t	x0 s I1 s t
